Name,Team,PA,Single,Double,Triple,Home Run,BB,SO,InPlayOut,1B,2B,3B,In-Play Out,H,HR,SO,BB
Jon Edwards,,221.9,0.1221270843,0.04055881027,0.004055881027,0.0360522758,0.1306894998,0.2523659306,0.4141505183,27.1,9,0.9,91.9,45,8,56,29
Keegan Akin,,495.1,0.1291052313,0.04605130277,0.004605130277,0.05049484953,0.1232074328,0.210058574,0.4364774793,63.92,22.8,2.28,216.1,114,25,104,61
Jose Mujica,,233,0.1679828326,0.05407725322,0.005407725322,0.04291845494,0.08583690987,0.1030042918,0.5407725322,39.14,12.6,1.26,126,63,10,24,20
Cody Sedlock,Orioles,380.9,0.1428721449,0.04673142557,0.004673142557,0.03938041481,0.1338934103,0.1653977422,0.4670517196,54.42,17.8,1.78,177.9,89,15,63,51
Zac Rosscup,,102,0.1137254902,0.03921568627,0.003921568627,0.03921568627,0.1568627451,0.2745098039,0.3725490196,11.6,4,0.4,38,20,4,28,16
Trevor Rosenthal,Royals,162.1,0.1306600864,0.03824799506,0.003824799506,0.01850709439,0.1850709439,0.2467612585,0.3769278223,21.18,6.2,0.62,61.1,31,3,40,30
Matt Milburn,Athletics,598.1,0.1661260659,0.05417154322,0.005417154322,0.04514295268,0.05851864237,0.1170372847,0.5535863568,99.36,32.4,3.24,331.1,162,27,70,35
Caleb Joseph,Blue Jays,10.9,0.1944954128,0.07339449541,0.007339449541,0.09174311927,0,0,0.6330275229,2.12,0.8,0.08,6.9,4,1,0,0
Manuel Rodriguez,,211.9,0.1236432279,0.03775365739,0.003775365739,0.02359603587,0.1698914582,0.245398773,0.3959414818,26.2,8,0.8,83.9,40,5,52,36
Hector Perez,,519.9,0.1394114253,0.04462396615,0.004462396615,0.0346220427,0.1519522985,0.1827274476,0.4422004232,72.48,23.2,2.32,229.9,116,18,95,79
Travis Bergen,Blue Jays,166.1,0.1329319687,0.0433473811,0.00433473811,0.03612281758,0.1204093919,0.2167369055,0.4461167971,22.08,7.2,0.72,74.1,36,6,36,20
John Gorman,,240,0.1445,0.04666666667,0.004666666667,0.0375,0.09166666667,0.2,0.475,34.68,11.2,1.12,114,56,9,48,22
Cody Stull,Athletics,217.9,0.1514456173,0.04589261129,0.004589261129,0.02753556677,0.105553006,0.1698026618,0.4951812758,33,10,1,107.9,50,6,37,23
Jordan Milbrath,,282,0.1411347518,0.04255319149,0.004255319149,0.02482269504,0.1276595745,0.195035461,0.4645390071,39.8,12,1.2,131,60,7,55,36
Ian Gardeck,Athletics,183.9,0.1351821642,0.04023926047,0.004023926047,0.0217509516,0.1576943991,0.2066340402,0.4344752583,24.86,7.4,0.74,79.9,37,4,38,29
Jose Rafael De Paula,,208,0.1238461538,0.04038461538,0.004038461538,0.03365384615,0.1346153846,0.25,0.4134615385,25.76,8.4,0.84,86,42,7,52,28
Leovanny Rodriguez,Astros,331.1,0.1427967381,0.04590758079,0.004590758079,0.03624282694,0.1117487164,0.1842343703,0.4744790094,47.28,15.2,1.52,157.1,76,12,61,37
Luis Ortiz,Orioles,365,0.1536986301,0.05205479452,0.005205479452,0.04931506849,0.09863013699,0.1424657534,0.498630137,56.1,19,1.9,182,95,18,52,36
Randy Valladares,Indians,147.9,0.1432048682,0.04192021636,0.004192021636,0.02028397566,0.1555104801,0.1757944557,0.4590939824,21.18,6.2,0.62,67.9,31,3,26,23
Argenis Angulo,Indians,260,0.1222307692,0.03923076923,0.003923076923,0.03076923077,0.1576923077,0.2461538462,0.4,31.78,10.2,1.02,104,51,8,64,41
Josh Rogers,Orioles,431.1,0.163256785,0.05613546741,0.005613546741,0.05567153793,0.06031083275,0.1206216655,0.5383901647,70.38,24.2,2.42,232.1,121,24,52,26
AJ Ramos,,153.1,0.120182887,0.03919007185,0.003919007185,0.03265839321,0.1436969301,0.2482037884,0.4121489223,18.4,6,0.6,63.1,30,5,38,22
Blake Cederlind,,255.1,0.1455115641,0.04233633869,0.004233633869,0.0196001568,0.1450411603,0.1803214426,0.4629557036,37.12,10.8,1.08,118.1,54,5,46,37
Devin Williams,Brewers,288,0.115,0.0375,0.00375,0.03125,0.15625,0.2743055556,0.3819444444,33.12,10.8,1.08,110,54,9,79,45
Phillippe Aumont,Blue Jays,149.1,0.133869886,0.04292421194,0.004292421194,0.03353454058,0.1475519785,0.2012072435,0.4366197183,19.96,6.4,0.64,65.1,32,5,30,22
Seth Maness,,421,0.1727315914,0.05890736342,0.005890736342,0.05700712589,0.03562945368,0.106888361,0.5629453682,72.72,24.8,2.48,237,124,24,45,15
Luke Bard,,278.9,0.1331660093,0.04517748297,0.004517748297,0.04302617426,0.09322337755,0.2151308713,0.4657583363,37.14,12.6,1.26,129.9,63,12,60,26
Ryley Gilliam,Mets,168.9,0.1122557726,0.03789224393,0.003789224393,0.03552397869,0.1480165779,0.2901124926,0.3724097099,18.96,6.4,0.64,62.9,32,6,49,25
Andrew Lee,Nationals,425,0.1314352941,0.04094117647,0.004094117647,0.02823529412,0.1741176471,0.1976470588,0.4235294118,55.86,17.4,1.74,180,87,12,84,74
Thomas Burrows,Braves,267.9,0.1273609556,0.04031354983,0.004031354983,0.02986188876,0.1343784994,0.235162374,0.4288913774,34.12,10.8,1.08,114.9,54,8,63,36
Miguel Romero,Athletics,303.1,0.138700099,0.04486967997,0.004486967997,0.03629165292,0.1055757176,0.2111514352,0.4589244474,42.04,13.6,1.36,139.1,68,11,64,32
Logan Ondrusek,,299.1,0.1461718489,0.04948177867,0.004948177867,0.04680708793,0.09361417586,0.1771982615,0.4817786693,43.72,14.8,1.48,144.1,74,14,53,28
Jon Niese,,460.1,0.1522277766,0.05129319713,0.005129319713,0.04781569224,0.08041730059,0.1564877201,0.5066289937,70.04,23.6,2.36,233.1,118,22,72,37
Brandon Lawson,Giants,519,0.1675529865,0.05086705202,0.005086705202,0.03082851638,0.09248554913,0.1175337187,0.5356454721,86.96,26.4,2.64,278,132,16,61,48
Art Warren,,188.9,0.1304393859,0.04023292747,0.004023292747,0.02646903123,0.1429327687,0.2223398624,0.4335627316,24.64,7.6,0.76,81.9,38,5,42,27
Wily Peralta,,218.9,0.1507537688,0.04568296026,0.004568296026,0.02740977615,0.1233439927,0.173595249,0.4746459571,33,10,1,103.9,50,6,38,27
Chad Smith,Marlins,189.1,0.1355896351,0.04019037546,0.004019037546,0.02115282919,0.1533580116,0.2115282919,0.4341618191,25.64,7.6,0.76,82.1,38,4,40,29
Jarlin Garcia,Giants,319.9,0.1436073773,0.04563926227,0.004563926227,0.03438574555,0.08440137543,0.1781806815,0.5092216318,45.94,14.6,1.46,162.9,73,11,57,27
Seth McGarry,Phillies,325.9,0.1385701135,0.04418533292,0.004418533292,0.03375268487,0.1319423136,0.1902424056,0.4568886161,45.16,14.4,1.44,148.9,72,11,62,43
Alfred Gutierrez,,504.9,0.1420083185,0.04555357497,0.004555357497,0.03565062389,0.1168548227,0.1802337096,0.4751435928,71.7,23,2.3,239.9,115,18,91,59
Kyle Dohy,Phillies,321.1,0.09342883837,0.03114294612,0.003114294612,0.02802865151,0.2117720336,0.3238866397,0.3086265961,30,10,1,99.1,50,9,104,68
Thomas Pannone,,453,0.1329801325,0.04768211921,0.004768211921,0.05298013245,0.09271523179,0.2119205298,0.4569536424,60.24,21.6,2.16,207,108,24,96,42
Sean Nolin,,368,0.1418478261,0.04891304348,0.004891304348,0.04891304348,0.09510869565,0.1847826087,0.4755434783,52.2,18,1.8,175,90,18,68,35
Dakota Mekkes,Cubs,250,0.12176,0.0384,0.00384,0.028,0.16,0.248,0.4,30.44,9.6,0.96,100,48,7,62,40
Tyler Danish,,382.9,0.1610342126,0.05066597023,0.005066597023,0.0365630713,0.09401932619,0.1227474536,0.529903369,61.66,19.4,1.94,202.9,97,14,47,36
Jacob Lemoine,Rangers,258.9,0.1537273078,0.04634994206,0.004634994206,0.0270374662,0.1274623407,0.158362302,0.482425647,39.8,12,1.2,124.9,60,7,41,33
Danny Dopico,White Sox,269,0.1218587361,0.03791821561,0.003791821561,0.02602230483,0.1747211896,0.2342007435,0.4014869888,32.78,10.2,1.02,108,51,7,63,47
Rayan Gonzalez,,216.9,0.1449515906,0.04426002766,0.004426002766,0.02766251729,0.1383125864,0.1798063624,0.4605809129,31.44,9.6,0.96,99.9,48,6,39,30
Pat Dean,,412.9,0.1739404214,0.05764107532,0.005764107532,0.05085977234,0.06296924195,0.1138290143,0.5349963672,71.82,23.8,2.38,220.9,119,21,47,26
Eric Hanhold,,264.9,0.1477538694,0.04756511891,0.004756511891,0.03775009438,0.1019252548,0.181200453,0.4790486976,39.14,12.6,1.26,126.9,63,10,48,27
Daniel Corcino,,454,0.1346255507,0.04581497797,0.004581497797,0.04405286344,0.1101321586,0.1960352423,0.4647577093,61.12,20.8,2.08,211,104,20,89,50
David Carpenter,,136.9,0.1344046749,0.0438276114,0.00438276114,0.0365230095,0.1168736304,0.2118334551,0.4521548576,18.4,6,0.6,61.9,30,5,29,16
Bubba Derby,Brewers,492.9,0.1400689795,0.0478798945,0.00478798945,0.04666260905,0.1014404545,0.1907080544,0.4684520187,69.04,23.6,2.36,230.9,118,23,94,50
Brian Gonzalez,Orioles,386.1,0.1452991453,0.04921004921,0.004921004921,0.04662004662,0.1036001036,0.1631701632,0.4871794872,56.1,19,1.9,188.1,95,18,63,40
Alejandro Mateo,Marlins,290.1,0.1437435367,0.04481213375,0.004481213375,0.0310237849,0.1172009652,0.1930368838,0.4657014822,41.7,13,1.3,135.1,65,9,56,34
Jackson Tetreault,Nationals,532.9,0.1537999625,0.04954025145,0.004954025145,0.0394070182,0.1144680053,0.1538750235,0.483955714,81.96,26.4,2.64,257.9,132,21,82,61
Josh Smoker,,215,0.1405581395,0.04558139535,0.004558139535,0.03720930233,0.1023255814,0.223255814,0.4465116279,30.22,9.8,0.98,96,49,8,48,22
Stephen Villines,Mets,278.9,0.137540337,0.04446038006,0.004446038006,0.03585514521,0.09680889208,0.2115453568,0.4693438508,38.36,12.4,1.24,130.9,62,10,59,27
Zach Jackson,Blue Jays,296.1,0.137453563,0.04390408646,0.004390408646,0.0337723742,0.1249577845,0.20938872,0.4461330632,40.7,13,1.3,132.1,65,10,62,37
Cam Hill,Indians,129.9,0.1142417244,0.04311008468,0.004311008468,0.05388760585,0.1077752117,0.2771362587,0.3995381062,14.84,5.6,0.56,51.9,28,7,36,14
Nolan Long,Dodgers,276.9,0.1204044782,0.03828096786,0.003828096786,0.0288912965,0.1552907187,0.2491874323,0.4041170098,33.34,10.6,1.06,111.9,53,8,69,43
Daniel Alvarez,Yankees,241.9,0.1221992559,0.0429929723,0.00429929723,0.04547333609,0.1116163704,0.2521703183,0.4212484498,29.56,10.4,1.04,101.9,52,11,61,27
Sammy Solis,,151.9,0.1182356814,0.04213298223,0.004213298223,0.04608294931,0.111915734,0.2699144174,0.4075049375,17.96,6.4,0.64,61.9,32,7,41,17
Daniel Brown,Brewers,255.9,0.1398202423,0.03985932005,0.003985932005,0.0156311059,0.1758499414,0.1836654943,0.441187964,35.78,10.2,1.02,112.9,51,4,47,45
Andre Scrubb,Astros,289.1,0.126115531,0.03943272224,0.003943272224,0.02767208578,0.162573504,0.224835697,0.4154271878,36.46,11.4,1.14,120.1,57,8,65,47
Jonathan Dziedzic,,385.9,0.157761078,0.04975382223,0.004975382223,0.03627882871,0.1036537963,0.1295672454,0.5180098471,60.88,19.2,1.92,199.9,96,14,50,40
Justin Donatella,Diamondbacks,432.9,0.1535227535,0.04943404943,0.004943404943,0.03927003927,0.09933009933,0.1501501502,0.5033495033,66.46,21.4,2.14,217.9,107,17,65,43
Jesus Zambrano,Athletics,313.1,0.1573938039,0.04854679016,0.004854679016,0.03193867774,0.08942829767,0.1564995209,0.5113382306,49.28,15.2,1.52,160.1,76,10,49,28
Grant Dyer,,230,0.1430434783,0.04782608696,0.004782608696,0.04347826087,0.08260869565,0.2043478261,0.4739130435,32.9,11,1.1,109,55,10,47,19
Layne Somsen,,142.1,0.1365235749,0.04222378607,0.004222378607,0.02814919071,0.1407459536,0.2040816327,0.4440534835,19.4,6,0.6,63.1,30,4,29,20
Michael Blazek,,243.1,0.1417523653,0.04689428219,0.004689428219,0.04113533525,0.1151789387,0.1892225422,0.4611271082,34.46,11.4,1.14,112.1,57,10,46,28
Jesse Biddle,,205,0.1332682927,0.04292682927,0.004292682927,0.03414634146,0.1268292683,0.2243902439,0.4341463415,27.32,8.8,0.88,89,44,7,46,26
Carson Fulmer,White Sox,412,0.1253398058,0.0427184466,0.00427184466,0.04126213592,0.145631068,0.2087378641,0.432038835,51.64,17.6,1.76,178,88,17,86,60
Bailey Clark,Cubs,219,0.1410045662,0.04200913242,0.004200913242,0.02283105023,0.1598173516,0.1735159817,0.4566210046,30.88,9.2,0.92,100,46,5,38,35
Dan Runzler,,146,0.1435616438,0.04383561644,0.004383561644,0.02739726027,0.1438356164,0.1780821918,0.4589041096,20.96,6.4,0.64,67,32,4,26,21
Ryder Ryan,Mets,205.1,0.1380789859,0.04290589956,0.004290589956,0.02925402243,0.1316431009,0.1999024866,0.4539249147,28.32,8.8,0.88,93.1,44,6,41,27
Matt Blackham,Mets,225.9,0.1174856131,0.03806994245,0.003806994245,0.03098716246,0.1549358123,0.2611775122,0.3935369633,26.54,8.6,0.86,88.9,43,7,59,35
Joe Zanghi,Mets,275,0.1447272727,0.04363636364,0.004363636364,0.02545454545,0.1272727273,0.1745454545,0.48,39.8,12,1.2,132,60,7,48,35
Tim Collins,,177.1,0.1334839074,0.04291360813,0.004291360813,0.03387916431,0.146809712,0.2145680407,0.4240542067,23.64,7.6,0.76,75.1,38,6,38,26
Billy Lescher,Tigers,260.9,0.1453430433,0.04906094289,0.004906094289,0.04599463396,0.08432349559,0.1801456497,0.4902261403,37.92,12.8,1.28,127.9,64,12,47,22
Javier Guerra,Padres,295.1,0.1477465266,0.04744154524,0.004744154524,0.03727549983,0.08471704507,0.189766181,0.4883090478,43.6,14,1.4,144.1,70,11,56,25
John Nogowski,Cardinals,20.1,0.144278607,0.04975124378,0.004975124378,0.04975124378,0.1990049751,0.04975124378,0.5024875622,2.9,1,0.1,10.1,5,1,1,4
Donnie Dewees,Cubs,18.9,0.1534391534,0.05291005291,0.005291005291,0.05291005291,0.2116402116,0.05291005291,0.4708994709,2.9,1,0.1,8.9,5,1,1,4
Evan Phillips,Orioles,298,0.1246308725,0.04228187919,0.004228187919,0.04026845638,0.1342281879,0.2516778523,0.4026845638,37.14,12.6,1.26,120,63,12,75,40
Danny Young,Indians,230.1,0.1501955671,0.04519774011,0.004519774011,0.0260756193,0.1260321599,0.1607996523,0.4871794872,34.56,10.4,1.04,112.1,52,6,37,29
Bradley Roney,Braves,190.1,0.1038400842,0.03471856917,0.003471856917,0.03156233561,0.1841136244,0.2945817991,0.3477117307,19.74,6.6,0.66,66.1,33,6,56,35
Matthew Festa,Mariners,179.1,0.1283082077,0.04578447795,0.004578447795,0.05025125628,0.08933556672,0.2345058626,0.4472361809,22.98,8.2,0.82,80.1,41,9,42,16
Henry Martinez,Indians,247.9,0.1502218637,0.04679306172,0.004679306172,0.03227107705,0.108914885,0.1734570391,0.4836627672,37.24,11.6,1.16,119.9,58,8,43,27
Nick Goody,Rangers,264,0.1153787879,0.04318181818,0.004318181818,0.05303030303,0.1136363636,0.2613636364,0.4090909091,30.46,11.4,1.14,108,57,14,69,30
Jared Walsh,Angels,87.1,0.1446613088,0.04592422503,0.004592422503,0.03444316877,0.1262916188,0.1607347876,0.4833524684,12.6,4,0.4,42.1,20,3,14,11
Mark Leiter,,201.9,0.1331352155,0.04556711243,0.004556711243,0.04457652303,0.09905894007,0.2228826152,0.4502228826,26.88,9.2,0.92,90.9,46,9,45,20
Christian James,Mets,479,0.1624634656,0.0496868476,0.00496868476,0.03131524008,0.1127348643,0.121085595,0.5177453027,77.82,23.8,2.38,248,119,15,58,54
Sam Freeman,,254.9,0.1438995685,0.04393879953,0.004393879953,0.02746174971,0.1294625343,0.1883091408,0.4625343272,36.68,11.2,1.12,117.9,56,7,48,33
Jake Simon,Mets,210.1,0.1347929557,0.04188481675,0.004188481675,0.0285578296,0.1523084246,0.1999048072,0.4383626844,28.32,8.8,0.88,92.1,44,6,42,32
Lucas Luetge,Athletics,240.9,0.1333333333,0.04483188045,0.004483188045,0.04151100042,0.099626401,0.2283105023,0.4479036945,32.12,10.8,1.08,107.9,54,10,55,24
Franklin Perez,,55,0.144,0.05090909091,0.005090909091,0.05454545455,0.1454545455,0.1090909091,0.4909090909,7.92,2.8,0.28,27,14,3,6,8
Jerry Keel,Padres,634.1,0.153004258,0.05014981864,0.005014981864,0.04258003469,0.093045261,0.1545497556,0.5016558902,97.02,31.8,3.18,318.1,159,27,98,59
Zach Thompson,White Sox,323.1,0.139090065,0.04518724853,0.004518724853,0.03714020427,0.1083255958,0.2011761065,0.4645620551,44.94,14.6,1.46,150.1,73,12,65,35
Neil Ramirez,,236,0.116779661,0.04406779661,0.004406779661,0.05508474576,0.1059322034,0.2711864407,0.4025423729,27.56,10.4,1.04,95,52,13,64,25
James Naile,Athletics,590,0.1629152542,0.05220338983,0.005220338983,0.0406779661,0.08305084746,0.1186440678,0.5372881356,96.12,30.8,3.08,317,154,24,70,49
Elvis Luciano,,211.9,0.1436526664,0.04530438886,0.004530438886,0.03303445021,0.1321378008,0.1651722511,0.4761680038,30.44,9.6,0.96,100.9,48,7,35,28
Fred Schlichtholz,Padres,224.1,0.1368139224,0.04194556002,0.004194556002,0.02677376171,0.1383311022,0.1963409192,0.4556001785,30.66,9.4,0.94,102.1,47,6,44,31
Anthony Bender,Brewers,279,0.1514695341,0.04802867384,0.004802867384,0.03584229391,0.1039426523,0.1505376344,0.5053763441,42.26,13.4,1.34,141,67,10,42,29
Alex Wells,Orioles,551.1,0.1556523317,0.05479949193,0.005479949193,0.05806568681,0.05806568681,0.1379060062,0.5300308474,85.78,30.2,3.02,292.1,151,32,76,32
Bud Jeter,,165.1,0.1397940642,0.04360993337,0.004360993337,0.03028467595,0.1332525742,0.1938219261,0.4548758328,23.08,7.2,0.72,75.1,36,5,32,22
Ross Detwiler,,411,0.1544038929,0.05206812652,0.005206812652,0.04866180049,0.08272506083,0.1435523114,0.5133819951,63.46,21.4,2.14,211,107,20,59,34
Yunior Marte,Royals,303.9,0.1397828233,0.04343534057,0.004343534057,0.02961500494,0.1283316881,0.2007239223,0.4537676867,42.48,13.2,1.32,137.9,66,9,61,39
Ben Hecht,Cubs,246,0.127804878,0.03902439024,0.003902439024,0.0243902439,0.1707317073,0.2154471545,0.418699187,31.44,9.6,0.96,103,48,6,53,42
Sean McLaughlin,Braves,261.1,0.1622366909,0.04749138261,0.004749138261,0.02297970126,0.1110685561,0.1378782076,0.5135963232,42.36,12.4,1.24,134.1,62,6,36,29
Jake Jewell,,281.1,0.1499110637,0.04482390608,0.004482390608,0.02490217005,0.1067235859,0.1849875489,0.4841693348,42.14,12.6,1.26,136.1,63,7,52,30
Riley Ferrell,Astros,172.9,0.1277038751,0.04164256796,0.004164256796,0.03470213997,0.1445922499,0.2255639098,0.4216310006,22.08,7.2,0.72,72.9,36,6,39,25
Tanner Tully,Indians,589.1,0.169818367,0.05703615685,0.005703615685,0.05262264471,0.04922763538,0.1188253268,0.5467662536,100.04,33.6,3.36,322.1,168,31,70,29
Brady Lail,,368.9,0.1330441854,0.04662510165,0.004662510165,0.04879371103,0.1057197072,0.2033071293,0.4578476552,49.08,17.2,1.72,168.9,86,18,75,39
Nick Rumbelow,Mets,161,0.1419875776,0.04596273292,0.004596273292,0.03726708075,0.09937888199,0.1925465839,0.4782608696,22.86,7.4,0.74,77,37,6,31,16
Jaime Schultz,Athletics,295.1,0.1152829549,0.03998644527,0.003998644527,0.04066418163,0.1423246357,0.2609284988,0.3968146391,34.02,11.8,1.18,117.1,59,12,77,42
Jovani Moran,Twins,220,0.1135454545,0.03727272727,0.003727272727,0.03181818182,0.1727272727,0.2545454545,0.3863636364,24.98,8.2,0.82,85,41,7,56,38
Mitch Horacek,,232.9,0.1297552598,0.04207814513,0.004207814513,0.03434950623,0.1416917132,0.2232717905,0.4246457707,30.22,9.8,0.98,98.9,49,8,52,33
Ralph Garza,Astros,315.1,0.1383687718,0.04443033957,0.004443033957,0.03490955252,0.1142494446,0.2062837195,0.4573151381,43.6,14,1.4,144.1,70,11,65,36
Akeem Bostick,,396.1,0.1466801313,0.04796768493,0.004796768493,0.04039383994,0.1035092148,0.1590507448,0.4976016158,58.1,19,1.9,197.1,95,16,63,41
Eli Lingos,Indians,422.1,0.1466477138,0.04975124378,0.004975124378,0.04738213693,0.08528784648,0.1682065861,0.4977493485,61.9,21,2.1,210.1,105,20,71,36
Jonathan Hennigan,Phillies,278.9,0.1371100753,0.04159196845,0.004159196845,0.02509860165,0.1541771244,0.1972032987,0.4406597347,38.24,11.6,1.16,122.9,58,7,55,43
Beau Burrows,,412.9,0.1466698959,0.04940663599,0.004940663599,0.0460159845,0.1114071204,0.1622668927,0.479292807,60.56,20.4,2.04,197.9,102,19,67,46
Kyle Zimmer,,223,0.1419730942,0.04215246637,0.004215246637,0.02242152466,0.1569506726,0.1883408072,0.4439461883,31.66,9.4,0.94,99,47,5,42,35
Aaron Phillips,Giants,498,0.1504819277,0.04939759036,0.004939759036,0.0421686747,0.09036144578,0.1686746988,0.4939759036,74.94,24.6,2.46,246,123,21,84,45
Tyler Bashlor,,251.1,0.1265631223,0.04062126643,0.004062126643,0.03185981681,0.1314217443,0.2270011947,0.4384707288,31.78,10.2,1.02,110.1,51,8,57,33
JC Ramirez,,415.1,0.1509997591,0.05107203084,0.005107203084,0.04818116117,0.08190797398,0.1469525416,0.5157793303,62.68,21.2,2.12,214.1,106,20,61,34
Thyago Vieira,,240.1,0.1346938776,0.04414827155,0.004414827155,0.03748438151,0.1207830071,0.2124114952,0.4460641399,32.34,10.6,1.06,107.1,53,9,51,29
Brandon Snyder,,29.9,0.1344481605,0.0602006689,0.00602006689,0.1003344482,0.06688963211,0.1337792642,0.4983277592,4.02,1.8,0.18,14.9,9,3,4,2
Cody Tyler,Padres,275.9,0.1495469373,0.04856832186,0.004856832186,0.03986951794,0.07973903588,0.1812250816,0.4961942733,41.26,13.4,1.34,136.9,67,11,50,22
Layne Henderson,Astros,175.9,0.1267765776,0.03979533826,0.003979533826,0.02842524161,0.1648664014,0.2160318363,0.4201250711,22.3,7,0.7,73.9,35,5,38,29
Brad Boxberger,Marlins,183.9,0.114627515,0.03915171289,0.003915171289,0.03806416531,0.1468189233,0.2610114192,0.396411093,21.08,7.2,0.72,72.9,36,7,48,27
Josh Graham,Braves,240.1,0.1397750937,0.0433152853,0.00433152853,0.02915451895,0.1374427322,0.1915868388,0.4543940025,33.56,10.4,1.04,109.1,52,7,46,33
Kenny Rosenberg,Rays,549.1,0.1482425788,0.04735020943,0.004735020943,0.03642323803,0.1201966855,0.1602622473,0.48279002,81.4,26,2.6,265.1,130,20,88,66
Nate Griep,Rockies,236.9,0.1392992824,0.04221190376,0.004221190376,0.02532714225,0.1646264247,0.1815111862,0.4428028704,33,10,1,104.9,50,6,43,39
Jordan Foley,Rockies,269.1,0.1375696767,0.04384986994,0.004384986994,0.03344481605,0.1486436269,0.1969528056,0.4351542178,37.02,11.8,1.18,117.1,59,9,53,40
James Shields,,499.1,0.1374474053,0.0480865558,0.00480865558,0.05009016229,0.1001803246,0.1602885193,0.4990983771,68.6,24,2.4,249.1,120,25,80,50
Ricardo Pinto,,507,0.1545956607,0.04773175542,0.004773175542,0.0315581854,0.09861932939,0.1558185404,0.5069033531,78.38,24.2,2.42,257,121,16,79,50
Tyler Jay,Reds,338.9,0.1480672765,0.04780171142,0.004780171142,0.03835939805,0.1121274712,0.1681912068,0.4806727648,50.18,16.2,1.62,162.9,81,13,57,38
Claudio Custodio,,288.1,0.1513363415,0.04859423811,0.004859423811,0.03818118709,0.09371745922,0.1561957654,0.5071155849,43.6,14,1.4,146.1,70,11,45,27
Austin Bibens-Dirkx,Rangers,323.9,0.1515282495,0.05310280951,0.005310280951,0.05557270763,0.08335906144,0.1543686323,0.4967582587,49.08,17.2,1.72,160.9,86,18,50,27
Yacksel Rios,,299.9,0.1416472157,0.04401467156,0.004401467156,0.03001000333,0.126708903,0.1967322441,0.4564854952,42.48,13.2,1.32,136.9,66,9,59,38
Evan Grills,Rockies,313,0.1592971246,0.05559105431,0.005559105431,0.05750798722,0.07028753994,0.1533546326,0.4984025559,49.86,17.4,1.74,156,87,18,48,22
Ronel Blanco,Astros,260.1,0.1303344867,0.04229142637,0.004229142637,0.03460207612,0.1460976547,0.2037677816,0.4386774318,33.9,11,1.1,114.1,55,9,53,38
Frank Rubio,Giants,261.1,0.1545767905,0.04749138261,0.004749138261,0.03063960169,0.08808885484,0.1646878591,0.509766373,40.36,12.4,1.24,133.1,62,8,43,23
Robby Scott,,243.9,0.12300123,0.04100041,0.004100041,0.036900369,0.139401394,0.24600246,0.4095940959,30,10,1,99.9,50,9,60,34
Ryan Halstead,Giants,271,0.1522509225,0.04944649446,0.004944649446,0.0405904059,0.07749077491,0.1697416974,0.5055350554,41.26,13.4,1.34,137,67,11,46,21
Jon Harris,Blue Jays,502.1,0.1512846047,0.0525791675,0.00525791675,0.05377414858,0.07568213503,0.1493726349,0.5120493926,75.96,26.4,2.64,257.1,132,27,75,38
Robinson Leyer,Red Sox,259.9,0.1342824163,0.04232397076,0.004232397076,0.03078106964,0.1500577145,0.2077722201,0.4305502116,34.9,11,1.1,111.9,55,8,54,39
Zac Ryan,Angels,257.9,0.1262504847,0.04032570764,0.004032570764,0.03101977511,0.1550988755,0.2248933695,0.4183792168,32.56,10.4,1.04,107.9,52,8,58,40
Eric Skoglund,Royals,446.1,0.1600089666,0.05424792647,0.005424792647,0.05155794665,0.07173279534,0.1277740417,0.5292535306,71.38,24.2,2.42,236.1,121,23,57,32
Jesus Cruz,Cardinals,298.1,0.1129822207,0.0375712848,0.00375712848,0.03354579,0.171083529,0.265011741,0.3760483059,33.68,11.2,1.12,112.1,56,10,79,51
Darwin Ramos,Mets,296,0.1435135135,0.04459459459,0.004459459459,0.03040540541,0.1182432432,0.1790540541,0.4797297297,42.48,13.2,1.32,142,66,9,53,35
Tyler White,Dodgers,18.9,0.1005291005,0.05291005291,0.005291005291,0.1058201058,0.2116402116,0.05291005291,0.4708994709,1.9,1,0.1,8.9,5,2,1,4
Joe Barlow,Rangers,253,0.102687747,0.03241106719,0.003241106719,0.02371541502,0.233201581,0.2727272727,0.3320158103,25.98,8.2,0.82,84,41,6,69,59
Tyler Kinley,Rockies,264.1,0.1313138963,0.04240817872,0.004240817872,0.03407800076,0.1552442257,0.2196137827,0.4131010981,34.68,11.2,1.12,109.1,56,9,58,41
Dauris Valdez,Padres,251.9,0.1230647082,0.03969829297,0.003969829297,0.03175863438,0.1548233426,0.2381897578,0.4084954347,31,10,1,102.9,50,8,60,39
Logan Shore,,394.9,0.1618131172,0.05317801975,0.005317801975,0.04558115979,0.08609774626,0.1164851861,0.5315269689,63.9,21,2.1,209.9,105,18,46,34
Joe Harvey,Rockies,224.1,0.1269076305,0.04283801874,0.004283801874,0.04016064257,0.1338688086,0.2231146809,0.4288264168,28.44,9.6,0.96,96.1,48,9,50,30
Zac Reininger,,368,0.159076087,0.05054347826,0.005054347826,0.03804347826,0.09510869565,0.152173913,0.5,58.54,18.6,1.86,184,93,14,56,35
Junichi Tazawa,,158,0.1369620253,0.04810126582,0.004810126582,0.05063291139,0.09493670886,0.2025316456,0.4620253165,21.64,7.6,0.76,73,38,8,32,15
Darin Gillies,Mariners,269.9,0.1347165617,0.04594294183,0.004594294183,0.04446091145,0.1000370508,0.2148944053,0.4553538348,36.36,12.4,1.24,122.9,62,12,58,27
