Name,Team,PA,Single,Double,Triple,Home Run,BB,SO,InPlayOut,1B,2B,3B,In-Play Out,H,HR,SO,BB
Grant Holmes,,403,0.1496774194,0.04665012407,0.004665012407,0.03225806452,0.08933002481,0.1861042184,0.4913151365,60.32,18.8,1.88,198,94,13,75,36
Will Smith,Braves,234.1,0.1124305852,0.03759077317,0.003759077317,0.03417343016,0.0854335754,0.3460059804,0.3806065784,26.32,8.8,0.88,89.1,44,8,81,20
Chi Chi Gonzalez,Rockies,606,0.1490429043,0.04752475248,0.004752475248,0.03630363036,0.103960396,0.1600660066,0.498349835,90.32,28.8,2.88,302,144,22,97,63
Scott Oberg,Rockies,242,0.1404958678,0.04132231405,0.004132231405,0.02066115702,0.0867768595,0.2396694215,0.4669421488,34,10,1,113,50,5,58,21
Alex Young,Diamondbacks,574.1,0.1427625849,0.04598502003,0.004598502003,0.03657899321,0.09231841143,0.2003135342,0.4774429542,81.96,26.4,2.64,274.1,132,21,115,53
Steven Brault,Pirates,481,0.1416216216,0.04324324324,0.004324324324,0.02702702703,0.1226611227,0.1995841996,0.4615384615,68.12,20.8,2.08,222,104,13,96,59
Shaun Anderson,,567.9,0.1560838176,0.04860010565,0.004860010565,0.03345659447,0.07923930269,0.1760873393,0.5016728297,88.64,27.6,2.76,284.9,138,19,100,45
Kyle Muller,Braves,488,0.1388934426,0.04139344262,0.004139344262,0.02254098361,0.1475409836,0.2069672131,0.4385245902,67.78,20.2,2.02,214,101,11,101,72
Blake Treinen,Dodgers,270.9,0.1399040236,0.04060538944,0.004060538944,0.0184569952,0.09597637505,0.2399409376,0.4610557401,37.9,11,1.1,124.9,55,5,65,26
Sam Selman,,233.9,0.112954254,0.03334758444,0.003334758444,0.01710132535,0.1368106028,0.3206498504,0.3758016246,26.42,7.8,0.78,87.9,39,4,75,32
Matt Moore,,594.9,0.1480921163,0.04874768869,0.004874768869,0.04202386956,0.08404773912,0.1983526643,0.4738611531,88.1,29,2.9,281.9,145,25,118,50
Joe Ross,Nationals,444,0.1531981982,0.0490990991,0.00490990991,0.03828828829,0.07882882883,0.1869369369,0.4887387387,68.02,21.8,2.18,217,109,17,83,35
Dylan Covey,,502,0.157689243,0.04860557769,0.004860557769,0.03187250996,0.08764940239,0.1653386454,0.5039840637,79.16,24.4,2.44,253,122,16,83,44
Nestor Cortes,Mariners,458.1,0.141672124,0.04584151932,0.004584151932,0.03710980135,0.09168303864,0.2226588081,0.4564505566,64.9,21,2.1,209.1,105,17,102,42
Andrew Chafin,Diamondbacks,225,0.1337777778,0.04,0.004,0.02222222222,0.09333333333,0.2755555556,0.4311111111,30.1,9,0.9,97,45,5,62,21
Dillon Peters,Angels,541.1,0.1572352615,0.05026797265,0.005026797265,0.03880983182,0.07392348919,0.1737201996,0.501016448,85.08,27.2,2.72,271.1,136,21,94,40
Scott Moss,,554.1,0.1314203212,0.04295253564,0.004295253564,0.03609456777,0.1263309872,0.2255910485,0.433315286,72.82,23.8,2.38,240.1,119,20,125,70
Williams Perez,,354.9,0.152042829,0.04621020006,0.004621020006,0.02817695125,0.09016624401,0.1775147929,0.5012679628,53.96,16.4,1.64,177.9,82,10,63,32
Austin Warner,Cardinals,583.1,0.15030012,0.047333219,0.0047333219,0.03429943406,0.09089350026,0.1800720288,0.4923683759,87.64,27.6,2.76,287.1,138,20,105,53
Wilmer Font,Blue Jays,355,0.1344788732,0.04676056338,0.004676056338,0.04788732394,0.07323943662,0.2450704225,0.4478873239,47.74,16.6,1.66,159,83,17,87,26
Raisel Iglesias,Reds,271.9,0.1181316661,0.03972048547,0.003972048547,0.03677822729,0.08091210004,0.2942258183,0.4262596543,32.12,10.8,1.08,115.9,54,10,80,22
Alejandro Requena,Phillies,464.9,0.1510862551,0.04646160465,0.004646160465,0.03011400301,0.1075500108,0.1742310174,0.4859109486,70.24,21.6,2.16,225.9,108,14,81,50
Tyler Duffey,Twins,299.9,0.1323774592,0.04334778259,0.004334778259,0.03667889296,0.07002334111,0.2834278093,0.4298099366,39.7,13,1.3,128.9,65,11,85,21
Hector Neris,Phillies,269.1,0.1106651802,0.03790412486,0.003790412486,0.03716090673,0.08918617614,0.3418803419,0.3794128577,29.78,10.2,1.02,102.1,51,10,92,24
Corey Knebel,Brewers,197,0.1052791878,0.03350253807,0.003350253807,0.02538071066,0.116751269,0.3553299492,0.3604060914,20.74,6.6,0.66,71,33,5,70,23
Shane McClanahan,Rays,490,0.1304081633,0.04285714286,0.004285714286,0.03673469388,0.112244898,0.2346938776,0.4387755102,63.9,21,2.1,215,105,18,115,55
Victor Gonzalez,,393.9,0.1483117543,0.0451891343,0.00451891343,0.02792586951,0.09393247017,0.1954810866,0.4846407718,58.42,17.8,1.78,190.9,89,11,77,37
Pedro Avila,,392.9,0.140748282,0.04326800713,0.004326800713,0.02799694579,0.1247136676,0.2036141512,0.4553321456,55.3,17,1.7,178.9,85,11,80,49
Caleb Boushley,Padres,395,0.1606075949,0.04962025316,0.004962025316,0.03291139241,0.06075949367,0.1746835443,0.5164556962,63.44,19.6,1.96,204,98,13,69,24
Odrisamer Despaigne,,498,0.1518072289,0.04819277108,0.004819277108,0.03614457831,0.09036144578,0.1767068273,0.4919678715,75.6,24,2.4,245,120,18,88,45
Connor Seabold,Phillies,376.1,0.1414517416,0.04785961181,0.004785961181,0.04520074448,0.06913055039,0.2153682531,0.4762031375,53.2,18,1.8,179.1,90,17,81,26
Caleb Ferguson,Dodgers,307.1,0.1205470531,0.03842396613,0.003842396613,0.02930641485,0.1074568544,0.2963204168,0.4041028981,37.02,11.8,1.18,124.1,59,9,91,33
Ricky Nolasco,,514.9,0.1524567877,0.04855311711,0.004855311711,0.036900369,0.08545348611,0.178675471,0.4931054574,78.5,25,2.5,253.9,125,19,92,44
Brett Martin,Rangers,314,0.1533757962,0.04585987261,0.004585987261,0.02547770701,0.08280254777,0.2133757962,0.474522293,48.16,14.4,1.44,149,72,8,67,26
Anthony Kay,,583,0.1419210978,0.04562607204,0.004562607204,0.03602058319,0.1132075472,0.1989708405,0.4596912521,82.74,26.6,2.66,268,133,21,116,66
David Bednar,Padres,298,0.1316778523,0.0389261745,0.00389261745,0.02013422819,0.110738255,0.2751677852,0.4194630872,39.24,11.6,1.16,125,58,6,82,33
Craig Stammen,Padres,290.1,0.1471906239,0.04481213375,0.004481213375,0.02757669769,0.05515339538,0.2275077559,0.4932781799,42.7,13,1.3,143.1,65,8,66,16
Garrett Williams,Angels,485,0.1425154639,0.04288659794,0.004288659794,0.02474226804,0.1360824742,0.187628866,0.4618556701,69.12,20.8,2.08,224,104,12,91,66
Lincoln Henzman,White Sox,522.9,0.1773952955,0.05431248805,0.005431248805,0.03442340792,0.06119716963,0.1051826353,0.5620577548,92.76,28.4,2.84,293.9,142,18,55,32
Alex Claudio,Brewers,273,0.1653479853,0.04615384615,0.004615384615,0.01465201465,0.06593406593,0.1575091575,0.5457875458,45.14,12.6,1.26,149,63,4,43,18
Enderson Franco,,516.1,0.1574888587,0.04882774656,0.004882774656,0.03293935284,0.08331718659,0.1685719822,0.5039720984,81.28,25.2,2.52,260.1,126,17,87,43
Drew VerHagen,,457.9,0.1536580039,0.04891897794,0.004891897794,0.03712601005,0.07861978598,0.1834461673,0.493339157,70.36,22.4,2.24,225.9,112,17,84,36
Chris Martin,Braves,197,0.1527918782,0.04568527919,0.004568527919,0.02538071066,0.04060913706,0.2487309645,0.4822335025,30.1,9,0.9,95,45,5,49,8
Bailey Ober,Twins,313,0.1471565495,0.04920127796,0.004920127796,0.0447284345,0.05431309904,0.2012779553,0.4984025559,46.06,15.4,1.54,156,77,14,63,17
Phil Maton,Indians,275,0.1289454545,0.04145454545,0.004145454545,0.03272727273,0.08363636364,0.2909090909,0.4181818182,35.46,11.4,1.14,115,57,9,80,23
Marcus Walden,Red Sox,311.1,0.1537126326,0.0443587271,0.00443587271,0.01928640309,0.09643201543,0.1992928319,0.4824815172,47.82,13.8,1.38,150.1,69,6,62,30
Jose Alvarez,Phillies,252.9,0.1591142744,0.04586793199,0.004586793199,0.01977066034,0.07908264136,0.2016607355,0.4899169632,40.24,11.6,1.16,123.9,58,5,51,20
Riley Smith,,567.9,0.1566825145,0.04965662969,0.004965662969,0.03697834126,0.07923930269,0.1690438457,0.5034337031,88.98,28.2,2.82,285.9,141,21,96,45
Mychal Givens,Orioles,262,0.1115267176,0.03740458015,0.003740458015,0.03435114504,0.1030534351,0.320610687,0.3893129771,29.22,9.8,0.98,102,49,9,84,27
Keyvius Sampson,,421,0.1160095012,0.03705463183,0.003705463183,0.02850356295,0.1306413302,0.242280285,0.4418052257,48.84,15.6,1.56,186,78,12,102,55
Ryan Helsley,Cardinals,366.9,0.1343145271,0.04142818207,0.004142818207,0.02725538294,0.11174707,0.2289452167,0.4521668029,49.28,15.2,1.52,165.9,76,10,84,41
Chris Ellis,Cardinals,471.1,0.1441307578,0.04457652303,0.004457652303,0.02971768202,0.1103799618,0.1931649331,0.4735724899,67.9,21,2.1,223.1,105,14,91,52
Cole Irvin,,562,0.1557651246,0.05088967972,0.005088967972,0.04270462633,0.06227758007,0.165480427,0.5177935943,87.54,28.6,2.86,291,143,24,93,35
Andrew Triggs,,277.9,0.1452320979,0.04462036704,0.004462036704,0.02878733357,0.08276358402,0.2051097517,0.4890248291,40.36,12.4,1.24,135.9,62,8,57,23
Taylor Clarke,,550,0.1486181818,0.04836363636,0.004836363636,0.04,0.08181818182,0.1818181818,0.4945454545,81.74,26.6,2.66,272,133,22,100,45
Kolton Mahoney,Marlins,425.9,0.1567973703,0.04742897394,0.004742897394,0.02817562808,0.08452688425,0.1737497065,0.5045785396,66.78,20.2,2.02,214.9,101,12,74,36
Tanner Anderson,Athletics,490,0.1635918367,0.04979591837,0.004979591837,0.0306122449,0.08367346939,0.1346938776,0.5326530612,80.16,24.4,2.44,261,122,15,66,41
Conner Menez,,574,0.1286062718,0.04146341463,0.004146341463,0.0331010453,0.118466899,0.2421602787,0.4320557491,73.82,23.8,2.38,248,119,19,139,68
Drew Rasmussen,Brewers,324.9,0.1167128347,0.03939673746,0.003939673746,0.03693444137,0.1261926747,0.27085257,0.405971068,37.92,12.8,1.28,131.9,64,12,88,41
JT Brubaker,,476.9,0.1529041728,0.04780876494,0.004780876494,0.03355001048,0.09226252883,0.1740406794,0.4946529671,72.92,22.8,2.28,235.9,114,16,83,44
David Parkinson,Phillies,484.1,0.1326998554,0.0446188804,0.00446188804,0.04131377815,0.1032844454,0.2210287131,0.4525924396,64.24,21.6,2.16,219.1,108,20,107,50
Luis Madero,,484,0.160785124,0.04917355372,0.004917355372,0.03099173554,0.07231404959,0.1549586777,0.5268595041,77.82,23.8,2.38,255,119,15,75,35
Duncan Robinson,Cubs,436.1,0.1636321945,0.05136436597,0.005136436597,0.03668883284,0.06420545746,0.1513414355,0.5276312772,71.36,22.4,2.24,230.1,112,16,66,28
Erik Swanson,Mariners,396.9,0.1354497354,0.04635928445,0.004635928445,0.04535147392,0.0781053162,0.2292768959,0.4608213656,53.76,18.4,1.84,182.9,92,18,91,31
Andrew Suarez,Giants,588.9,0.1580913568,0.04924435388,0.004924435388,0.03396162337,0.0747155714,0.1664119545,0.5126507047,93.1,29,2.9,301.9,145,20,98,44
Garrett Whitlock,Yankees,370,0.1551891892,0.04810810811,0.004810810811,0.03243243243,0.09459459459,0.1648648649,0.5,57.42,17.8,1.78,185,89,12,61,35
Bailey Falter,,358.1,0.1535325328,0.05082379224,0.005082379224,0.04468025691,0.05305780508,0.1815135437,0.51130969,54.98,18.2,1.82,183.1,91,16,65,19
Brett Kennedy,Padres,390,0.1506666667,0.04717948718,0.004717948718,0.03333333333,0.08717948718,0.1794871795,0.4974358974,58.76,18.4,1.84,194,92,13,70,34
Nick Nelson,,431.1,0.1290651821,0.04082579448,0.004082579448,0.03015541638,0.1507770819,0.2273254465,0.4177684992,55.64,17.6,1.76,180.1,88,13,98,65
Andres Munoz,Padres,242.1,0.1114415531,0.03387030153,0.003387030153,0.02065262288,0.1404378356,0.322180917,0.3680297398,26.98,8.2,0.82,89.1,41,5,78,34
Clay Buchholz,,343.1,0.1501603031,0.04896531623,0.004896531623,0.0408044302,0.06703584961,0.1690469251,0.5190906441,51.52,16.8,1.68,178.1,84,14,58,23
Alex Vesia,Marlins,253.1,0.1303832477,0.03951007507,0.003951007507,0.02370604504,0.09482418017,0.280521533,0.4271039115,33,10,1,108.1,50,6,71,24
Cristopher Sanchez,,333,0.1546546547,0.04504504505,0.004504504505,0.02102102102,0.1171171171,0.1681681682,0.4894894895,51.5,15,1.5,163,75,7,56,39
Tyler Eppler,,617,0.1626580227,0.05251215559,0.005251215559,0.04213938412,0.06645056726,0.1572123177,0.5137763371,100.36,32.4,3.24,317,162,26,97,41
Andrew Cashner,,570.1,0.1500087704,0.04700929661,0.004700929661,0.03332748641,0.09296614629,0.1613751973,0.5106121733,85.52,26.8,2.68,291.1,134,19,92,53
Michael Lorenzen,Reds,334.1,0.1394791978,0.04190362167,0.004190362167,0.02394492667,0.09278659084,0.2214905717,0.4762047291,46.6,14,1.4,159.1,70,8,74,31
Heath Holder,Rockies,372,0.1459677419,0.04569892473,0.004569892473,0.03225806452,0.1021505376,0.2096774194,0.4596774194,54.3,17,1.7,171,85,12,78,38
Bryan Abreu,Astros,451,0.1181818182,0.0376940133,0.00376940133,0.0288248337,0.1529933481,0.2594235033,0.399113082,53.3,17,1.7,180,85,13,117,69
Will Harris,Nationals,209.1,0.1391678623,0.04304160689,0.004304160689,0.02869440459,0.05738880918,0.2486848398,0.4787183166,29.1,9,0.9,100.1,45,6,52,12
Jesse Chavez,Rangers,302.9,0.1483657973,0.04820072631,0.004820072631,0.03961703533,0.0627269726,0.2145922747,0.4816771212,44.94,14.6,1.46,145.9,73,12,65,19
Jalen Beeks,Rays,534.9,0.1409235371,0.04524210133,0.004524210133,0.03552065807,0.09908394092,0.2187324734,0.4559730791,75.38,24.2,2.42,243.9,121,19,117,53
Deolis Guerra,Phillies,243.9,0.133497335,0.0426404264,0.00426404264,0.032800328,0.06970069701,0.270602706,0.4464944649,32.56,10.4,1.04,108.9,52,8,66,17
Jose Castillo,Padres,262,0.1123664122,0.03664122137,0.003664122137,0.03053435115,0.09541984733,0.3167938931,0.4045801527,29.44,9.6,0.96,106,48,8,83,25
Julian Garcia,Phillies,489,0.1406952965,0.04498977505,0.004498977505,0.03476482618,0.1124744376,0.1983640082,0.4642126789,68.8,22,2.2,227,110,17,97,55
Ryan Borucki,Blue Jays,530.1,0.1501980758,0.04867006225,0.004867006225,0.03961516695,0.08488964346,0.17355216,0.4982078853,79.62,25.8,2.58,264.1,129,21,92,45
Joseph Palumbo,,332.1,0.1400180668,0.04516711834,0.004516711834,0.03613369467,0.108401084,0.2107798856,0.4549834387,46.5,15,1.5,151.1,75,12,70,36
Jorge Lopez,Royals,498.1,0.15221843,0.04778156997,0.004778156997,0.03412969283,0.08833567557,0.1907247541,0.4820317205,75.82,23.8,2.38,240.1,119,17,95,44
Archie Bradley,Diamondbacks,322.9,0.1291421493,0.04026014246,0.004026014246,0.02787240632,0.09910188913,0.2694332611,0.4301641375,41.7,13,1.3,138.9,65,9,87,32
Charlie Barnes,Twins,557.9,0.1572683277,0.04767879548,0.004767879548,0.02867897473,0.1147158989,0.1505646173,0.4963255064,87.74,26.6,2.66,276.9,133,16,84,64
Jack Wynkoop,Rockies,586,0.1788737201,0.05767918089,0.005767918089,0.04607508532,0.0409556314,0.1194539249,0.5511945392,104.82,33.8,3.38,323,169,27,70,24
Wade LeBlanc,,442.1,0.149604162,0.05111965619,0.005111965619,0.04976249717,0.06107215562,0.1741687401,0.5091608233,66.14,22.6,2.26,225.1,113,22,77,27
Trey Supak,,599.9,0.1464910818,0.04867477913,0.004867477913,0.04334055676,0.07501250208,0.180030005,0.5015835973,87.88,29.2,2.92,300.9,146,26,108,45
Carlos Estevez,Rockies,287.1,0.1370950888,0.04319052595,0.004319052595,0.03134796238,0.08707767328,0.2577499129,0.439219784,39.36,12.4,1.24,126.1,62,9,74,25
Luis Cessa,Yankees,393,0.1384732824,0.04529262087,0.004529262087,0.03816793893,0.08651399491,0.2111959288,0.475826972,54.42,17.8,1.78,187,89,15,83,34
Adalberto Mejia,,358.9,0.134856506,0.04458066314,0.004458066314,0.03900808025,0.09752020061,0.2145444413,0.4650320424,48.4,16,1.6,166.9,80,14,77,35
Kendall Graveman,Mariners,385,0.1601558442,0.05038961039,0.005038961039,0.03636363636,0.07012987013,0.1532467532,0.5246753247,61.66,19.4,1.94,202,97,14,59,27
Riley O'Brien,Rays,434.1,0.1417645704,0.04284727021,0.004284727021,0.02533978346,0.1313061507,0.1981110343,0.4563464639,61.54,18.6,1.86,198.1,93,11,86,57
Adam Ottavino,Yankees,255.9,0.1037123877,0.03360687769,0.003360687769,0.02735443533,0.1367721766,0.3282532239,0.366940211,26.54,8.6,0.86,93.9,43,7,84,35
Yusmeiro Petit,Athletics,292,0.138630137,0.04520547945,0.004520547945,0.03767123288,0.04452054795,0.2191780822,0.5102739726,40.48,13.2,1.32,149,66,11,64,13
Colton Eastman,Phillies,533.1,0.1382854999,0.04652035265,0.004652035265,0.04314387545,0.09379103358,0.2119677359,0.4616394673,73.72,24.8,2.48,246.1,124,23,113,50
John Brebbia,Cardinals,283.9,0.1303980275,0.04156393096,0.004156393096,0.03170130328,0.0810144417,0.2641775273,0.4469883762,37.02,11.8,1.18,126.9,59,9,75,23
Trevor Gott,Giants,217,0.1433179724,0.04147465438,0.004147465438,0.01843317972,0.08755760369,0.2396313364,0.465437788,31.1,9,0.9,101,45,4,52,19
Kyle Hart,,571.1,0.1561898091,0.04902819121,0.004902819121,0.03502013658,0.09455436876,0.1645946419,0.4957100333,89.2,28,2.8,283.1,140,20,94,54
Chris Devenski,Astros,284.9,0.1283959284,0.04282204282,0.004282204282,0.03861003861,0.06669006669,0.2562302562,0.462969463,36.58,12.2,1.22,131.9,61,11,73,19
Elliot Ashbeck,Padres,392.1,0.1543993879,0.04743687835,0.004743687835,0.03060443764,0.07651109411,0.1810762561,0.5052282581,60.54,18.6,1.86,198.1,93,12,71,30
Robbie Erlin,,347,0.1625936599,0.05129682997,0.005129682997,0.03746397695,0.04322766571,0.1873198847,0.5129682997,56.42,17.8,1.78,178,89,13,65,15
Shawn Semple,Yankees,506.9,0.1552969027,0.04892483725,0.004892483725,0.03550996252,0.09666600907,0.1637403827,0.494969422,78.72,24.8,2.48,250.9,124,18,83,49
Michael Feliz,Pirates,290.1,0.1249224405,0.03998621165,0.003998621165,0.0310237849,0.1103067908,0.2998965874,0.3898655636,36.24,11.6,1.16,113.1,58,9,87,32
Brooks Raley,,672.1,0.1519714328,0.0485046868,0.00485046868,0.03719684571,0.09819967267,0.1681297426,0.4911471507,102.14,32.6,3.26,330.1,163,25,113,66
Emmanuel Clase,Indians,271.9,0.1521147481,0.04560500184,0.004560500184,0.0257447591,0.06252298639,0.2096358955,0.4998161089,41.36,12.4,1.24,135.9,62,7,57,17
Michael Peoples,,538,0.1587732342,0.05167286245,0.005167286245,0.04275092937,0.06691449814,0.1617100372,0.5130111524,85.42,27.8,2.78,276,139,23,87,36
Jeremy Hellickson,,407.9,0.1451826428,0.04854130914,0.004854130914,0.04412846286,0.07109585683,0.1691591076,0.5170384898,59.22,19.8,1.98,210.9,99,18,69,29
Seranthony Dominguez,Phillies,191,0.1219895288,0.03664921466,0.003664921466,0.02094240838,0.109947644,0.2984293194,0.4083769634,23.3,7,0.7,78,35,4,57,21
Brad Brach,Mets,239.9,0.1352230096,0.04001667361,0.004001667361,0.02084201751,0.108378491,0.2459358066,0.4456023343,32.44,9.6,0.96,106.9,48,5,59,26
Franklyn Kilome,,422.1,0.1486851457,0.04359156598,0.004359156598,0.02132196162,0.1303008766,0.1658374793,0.4859038143,62.76,18.4,1.84,205.1,92,9,70,55
Adrian Morejon,,231.1,0.1307659022,0.0424058849,0.00424058849,0.0346170489,0.11683254,0.2509736045,0.420164431,30.22,9.8,0.98,97.1,49,8,58,27
Matt Andriese,Angels,378.1,0.1412853742,0.04707749273,0.004707749273,0.04231684739,0.0766992859,0.2327426607,0.4551705898,53.42,17.8,1.78,172.1,89,16,88,29
Trevor Cahill,,428.1,0.1432375613,0.04391497314,0.004391497314,0.02803083392,0.09577201588,0.1962158374,0.488437281,61.32,18.8,1.88,209.1,94,12,84,41
Dane Dunning,,366.1,0.1477192024,0.04698169899,0.004698169899,0.03550942365,0.09560229446,0.1775471183,0.4919420923,54.08,17.2,1.72,180.1,86,13,65,35
Dustin Beggs,Marlins,477,0.1573165618,0.04947589099,0.004947589099,0.035639413,0.07337526205,0.1635220126,0.5157232704,75.04,23.6,2.36,246,118,17,78,35
Clayton Richard,,461.9,0.1607707296,0.05066031609,0.005066031609,0.03680450314,0.08226888937,0.1472180126,0.5172115176,74.26,23.4,2.34,238.9,117,17,68,38
Adbert Alzolay,,373,0.1312600536,0.04396782842,0.004396782842,0.04021447721,0.1126005362,0.2305630027,0.436997319,48.96,16.4,1.64,163,82,15,86,42
Josh A. Smith,Marlins,368.1,0.1490355882,0.04726976365,0.004726976365,0.03531649008,0.07334963325,0.195599022,0.4947025265,54.86,17.4,1.74,182.1,87,13,72,27
Daniel Gossett,,419.9,0.1518933079,0.04810669207,0.004810669207,0.03572279114,0.08573469874,0.1690878781,0.5046439628,63.78,20.2,2.02,211.9,101,15,71,36
Joakim Soria,Athletics,240,0.1333333333,0.04166666667,0.004166666667,0.02916666667,0.07916666667,0.2625,0.45,32,10,1,108,50,7,63,19
Zack Britton,Yankees,224.1,0.1362784471,0.03837572512,0.003837572512,0.01338688086,0.1160196341,0.2097278001,0.4823739402,30.54,8.6,0.86,108.1,43,3,47,26
Tanner Banks,White Sox,529.1,0.1652239652,0.05254205254,0.005254205254,0.03969003969,0.06426006426,0.1341901342,0.5388395388,87.42,27.8,2.78,285.1,139,21,71,34
Ryne Stanek,Marlins,313.1,0.1257106356,0.0396039604,0.00396039604,0.02874480996,0.1053976365,0.2746726286,0.4219099329,39.36,12.4,1.24,132.1,62,9,86,33
Kyle McGowin,,488,0.1435245902,0.04836065574,0.004836065574,0.04508196721,0.08196721311,0.2192622951,0.4569672131,70.04,23.6,2.36,223,118,22,107,40
Alex McRae,,591,0.1498138748,0.04839255499,0.004839255499,0.03891708968,0.09813874788,0.1708967851,0.489001692,88.54,28.6,2.86,289,143,23,101,58
Taylor Widener,,477.1,0.134395305,0.04359673025,0.004359673025,0.03563194299,0.1173758122,0.2200796479,0.4445608887,64.12,20.8,2.08,212.1,104,17,105,56
Ryan Brasier,Red Sox,247,0.1453441296,0.04453441296,0.004453441296,0.02834008097,0.07287449393,0.2267206478,0.4777327935,35.9,11,1.1,118,55,7,56,18
Glenn Sparkman,Royals,550.9,0.1700127065,0.05336721728,0.005336721728,0.03811944091,0.06171719005,0.1415864948,0.5298602287,93.66,29.4,2.94,291.9,147,21,78,34
Peter Lambert,Rockies,652.1,0.1588713388,0.05213924245,0.005213924245,0.04447170679,0.06900782089,0.151817206,0.5184787609,103.6,34,3.4,338.1,170,29,99,45
Mike Kickham,Red Sox,371,0.1493800539,0.04797843666,0.004797843666,0.03773584906,0.08086253369,0.1940700809,0.4851752022,55.42,17.8,1.78,180,89,14,72,30
Jordan Zimmermann,Tigers,490,0.1595510204,0.05346938776,0.005346938776,0.04897959184,0.05306122449,0.1653061224,0.5142857143,78.18,26.2,2.62,252,131,24,81,26
Brandon Waddell,Pirates,472.9,0.1440473673,0.04398392895,0.004398392895,0.02748995559,0.1247621062,0.1924296892,0.4628885599,68.12,20.8,2.08,218.9,104,13,91,59
Wander Suero,Nationals,293,0.1430716724,0.04368600683,0.004368600683,0.02730375427,0.08532423208,0.2457337884,0.4505119454,41.92,12.8,1.28,132,64,8,72,25
Bruce Zimmermann,Orioles,567,0.1488888889,0.04902998236,0.004902998236,0.04232804233,0.0987654321,0.1816578483,0.4744268078,84.42,27.8,2.78,269,139,24,103,56
Jose Alvarado,Rays,212,0.1256603774,0.0358490566,0.00358490566,0.0141509434,0.141509434,0.2783018868,0.4009433962,26.64,7.6,0.76,85,38,3,59,30
Kutter Crawford,Red Sox,477,0.1472536688,0.04528301887,0.004528301887,0.02935010482,0.1257861635,0.1886792453,0.4591194969,70.24,21.6,2.16,219,108,14,90,60
Tyler Beede,Giants,578,0.1425605536,0.04498269896,0.004498269896,0.03287197232,0.1055363322,0.214532872,0.455017301,82.4,26,2.6,263,130,19,124,61
Adam Scott,Indians,547.9,0.1422887388,0.04818397518,0.004818397518,0.04562876437,0.08395692645,0.2007665632,0.4743566344,77.96,26.4,2.64,259.9,132,25,110,46
Jose Rodriguez,Angels,432,0.1471296296,0.04722222222,0.004722222222,0.03703703704,0.09722222222,0.1805555556,0.4861111111,63.56,20.4,2.04,210,102,16,78,42
Jeurys Familia,Mets,284,0.1397183099,0.03943661972,0.003943661972,0.01408450704,0.1267605634,0.2394366197,0.4366197183,39.68,11.2,1.12,124,56,4,68,36
Sam Tuivailala,,177.9,0.1397414278,0.04159640247,0.004159640247,0.02248454188,0.09555930298,0.2473299607,0.449128724,24.86,7.4,0.74,79.9,37,4,44,17
Jake Buchanan,,510.1,0.174632425,0.05332287787,0.005332287787,0.03332679867,0.07645559694,0.1293863948,0.5275436189,89.08,27.2,2.72,269.1,136,17,66,39
Hunter Harvey,Orioles,344.9,0.1380690055,0.04581037982,0.004581037982,0.04059147579,0.08988112496,0.2174543346,0.4636126413,47.62,15.8,1.58,159.9,79,14,75,31
Addison Russ,Phillies,244,0.1279508197,0.04016393443,0.004016393443,0.02868852459,0.09836065574,0.2827868852,0.4180327869,31.22,9.8,0.98,102,49,7,69,24
Kevin McCanna,Diamondbacks,366.9,0.144344508,0.04469882802,0.004469882802,0.02998092123,0.1035704552,0.2071409103,0.4657944944,52.96,16.4,1.64,170.9,82,11,76,38
Cionel Perez,,387.1,0.1376905192,0.0439163007,0.00439163007,0.03358305347,0.1084990958,0.2118315681,0.4600878326,53.3,17,1.7,178.1,85,13,82,42
Adam Kolarek,Dodgers,242.1,0.1615861214,0.04460966543,0.004460966543,0.01239157373,0.07434944238,0.1734820322,0.5291201983,39.12,10.8,1.08,128.1,54,3,42,18
Chad Bettis,,408,0.1462254902,0.04754901961,0.004754901961,0.03921568627,0.07843137255,0.1715686275,0.512254902,59.66,19.4,1.94,209,97,16,70,32
Jake Diekman,Athletics,237.9,0.1143337537,0.03362757461,0.003362757461,0.01681378731,0.1471206389,0.3068516183,0.3778898697,27.2,8,0.8,89.9,40,4,73,35
Michael Rucker,Cubs,398.1,0.1453906054,0.04822908817,0.004822908817,0.04270283848,0.08289374529,0.2059783974,0.4699824165,57.88,19.2,1.92,187.1,96,17,82,33
Rony Garcia,Tigers,536.9,0.1603278078,0.0506612032,0.00506612032,0.03725088471,0.09126466754,0.1601788042,0.4952505122,86.08,27.2,2.72,265.9,136,20,86,49
Edward Cabrera,,426.9,0.1358163504,0.04263293511,0.004263293511,0.03045209651,0.124150855,0.2155071445,0.4471773249,57.98,18.2,1.82,190.9,91,13,92,53
Brian Howard,Athletics,581,0.1523924269,0.04922547332,0.004922547332,0.0395869191,0.082616179,0.1721170396,0.4991394148,88.54,28.6,2.86,290,143,23,100,48
Taijuan Walker,Mariners,393.9,0.1440974867,0.04671236354,0.004671236354,0.03808073115,0.08631632394,0.1954810866,0.4846407718,56.76,18.4,1.84,190.9,92,15,77,34
Joe Kelly,Dodgers,225.9,0.1342186808,0.03895528995,0.003895528995,0.01770694998,0.1106684374,0.2567507747,0.4378043382,30.32,8.8,0.88,98.9,44,4,58,25
